18:(28,14),(23,27),(9,17),(24,12),(0,30),(24,18),(1,23),(20,17),(29,16),(16,19),(11,18),(19,15),(22,17),(6,19),(18,17),(14,12),(7,28),(4,1),(20,19),(19,23),(10,21),(19,30),(5,20),(20,20),(10,7),(15,23),(14,23),(21,18),(10,27),(6,12),(27,19),(23,5),(29,20),(4,26),(12,13),(15,16),(27,3),(28,13),(23,22),(25,16),(14,3),(25,15),(24,13),(10,10),(31,19),(14,9),(21,15),(23,14),(17,20),(24,2),
19:(28,14),(23,27),(8,17),(25,12),(0,30),(24,17),(1,23),(20,18),(28,16),(16,19),(11,18),(19,16),(22,16),(6,19),(17,17),(14,11),(7,28),(5,1),(19,19),(19,23),(10,22),(19,30),(5,21),(20,20),(10,7),(15,23),(14,23),(22,18),(11,27),(6,11),(27,20),(24,5),(29,21),(5,26),(12,12),(14,16),(27,3),(28,13),(23,22),(24,16),(13,3),(25,15),(24,13),(9,10),(31,19),(15,9),(21,16),(23,15),(18,20),(24,2),
20:(28,14),(23,27),(7,17),(25,13),(0,30),(25,17),(1,23),(20,19),(27,16),(16,19),(11,18),(19,17),(22,15),(6,19),(17,16),(14,10),(7,28),(6,1),(18,19),(19,23),(10,23),(19,30),(5,22),(20,20),(10,7),(15,23),(14,23),(22,17),(12,27),(6,10),(27,21),(25,5),(29,22),(6,26),(12,11),(13,16),(27,3),(28,13),(23,22),(24,15),(12,3),(25,15),(24,13),(8,10),(31,19),(16,9),(21,17),(23,16),(18,20),(24,2),
21:(28,14),(23,27),(6,17),(26,13),(0,30),(25,16),(1,23),(19,19),(27,17),(16,19),(11,18),(20,17),(22,14),(6,19),(16,16),(14,9),(7,28),(7,1),(17,19),(19,23),(10,24),(19,30),(5,23),(20,20),(10,7),(15,23),(14,23),(22,16),(13,27),(6,9),(27,22),(25,4),(29,23),(7,26),(12,10),(12,16),(27,3),(28,13),(23,22),(24,14),(11,3),(25,15),(24,13),(7,10),(31,19),(16,8),(21,18),(23,17),(18,20),(24,2),
22:(28,14),(23,27),(5,17),(26,14),(0,30),(26,16),(1,23),(19,20),(26,17),(16,19),(11,18),(21,17),(21,14),(6,19),(15,16),(13,9),(7,28),(8,1),(17,19),(19,23),(10,25),(19,30),(6,23),(20,20),(10,7),(15,23),(14,23),(22,15),(13,27),(5,9),(27,23),(26,4),(29,24),(8,26),(11,10),(11,16),(27,3),(28,13),(23,22),(25,14),(10,3),(25,15),(24,13),(7,9),(31,19),(16,7),(21,19),(23,18),(18,20),(24,2),
23:(28,14),(23,27),(5,18),(26,15),(0,30),(27,16),(1,23),(19,21),(25,17),(16,19),(11,18),(22,17),(20,14),(6,19),(14,16),(13,8),(7,28),(8,0),(17,19),(19,23),(11,25),(19,30),(7,23),(20,20),(10,7),(15,23),(14,23),(22,14),(13,27),(5,8),(27,24),(27,4),(29,24),(8,27),(11,9),(10,16),(27,3),(28,13),(23,22),(25,13),(9,3),(25,15),(24,13),(6,9),(31,19),(16,6),(20,19),(23,19),(18,20),(24,2),
24:(28,14),(23,27),(4,18),(26,16),(0,30),(27,15),(1,23),(19,22),(24,17),(16,19),(11,18),(22,18),(20,14),(6,19),(13,16),(13,7),(7,28),(9,0),(17,19),(19,23),(12,25),(19,30),(7,24),(20,20),(10,7),(15,23),(14,23),(22,13),(13,27),(5,7),(27,25),(28,4),(29,24),(8,28),(11,8),(9,16),(27,3),(28,13),(23,22),(25,12),(8,3),(25,15),(24,13),(5,9),(31,19),(17,6),(20,19),(23,20),(18,20),(24,2),
25:(28,14),(23,27),(3,18),(26,17),(0,30),(28,15),(1,23),(18,22),(23,17),(16,19),(11,18),(23,18),(20,14),(6,19),(12,16),(13,6),(7,28),(9,0),(17,19),(19,23),(13,25),(19,30),(7,25),(20,20),(10,7),(15,23),(14,23),(22,12),(13,27),(5,6),(27,26),(28,3),(29,24),(9,28),(11,7),(8,16),(27,3),(28,13),(23,22),(25,11),(7,3),(25,15),(24,13),(4,9),(31,19),(18,6),(20,19),(23,21),(18,20),(24,2),
26:(28,14),(23,27),(2,18),(26,18),(0,30),(29,15),(1,23),(18,23),(22,17),(16,19),(11,18),(24,18),(20,14),(6,19),(11,16),(13,5),(7,28),(9,0),(17,19),(19,23),(14,25),(19,30),(7,26),(20,20),(10,7),(15,23),(14,23),(22,11),(13,27),(5,5),(27,27),(28,2),(29,24),(10,28),(11,6),(7,16),(27,3),(28,13),(23,22),(25,10),(6,3),(25,15),(24,13),(3,9),(31,19),(19,6),(20,19),(22,21),(18,20),(24,2),
27:(28,14),(23,27),(2,19),(27,18),(0,30),(29,14),(1,23),(18,24),(21,17),(16,19),(11,18),(25,18),(20,14),(6,19),(10,16),(12,5),(7,28),(9,0),(17,19),(19,23),(15,25),(19,30),(8,26),(20,20),(10,7),(15,23),(14,23),(22,10),(13,27),(5,4),(27,28),(27,2),(29,24),(11,28),(11,5),(6,16),(27,3),(28,13),(23,22),(25,9),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(21,21),(18,20),(24,2),
28:(28,14),(23,27),(2,20),(27,19),(0,30),(29,13),(1,23),(18,25),(20,17),(16,19),(11,18),(26,18),(20,14),(6,19),(9,16),(12,5),(7,28),(9,0),(17,19),(19,23),(15,26),(19,30),(8,27),(20,20),(10,7),(15,23),(14,23),(22,9),(13,27),(5,3),(27,29),(27,2),(29,24),(12,28),(11,4),(5,16),(27,3),(28,13),(23,22),(25,8),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(21,22),(18,20),(24,2),
29:(28,14),(23,27),(1,20),(27,20),(0,30),(29,12),(1,23),(17,25),(19,17),(16,19),(11,18),(27,18),(20,14),(6,19),(8,16),(12,5),(7,28),(9,0),(17,19),(19,23),(15,27),(19,30),(8,28),(20,20),(10,7),(15,23),(14,23),(22,8),(13,27),(5,2),(27,30),(27,2),(29,24),(13,28),(11,3),(4,16),(27,3),(28,13),(23,22),(25,7),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(20,22),(18,20),(24,2),
30:(28,14),(23,27),(1,20),(27,21),(0,30),(29,11),(1,23),(16,25),(18,17),(16,19),(11,18),(28,18),(20,14),(6,19),(7,16),(12,5),(7,28),(9,0),(17,19),(19,23),(15,28),(19,30),(9,28),(20,20),(10,7),(15,23),(14,23),(22,7),(13,27),(5,1),(28,30),(27,2),(29,24),(13,29),(11,2),(3,16),(27,3),(28,13),(23,22),(25,6),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(19,22),(18,20),(24,2),
31:(28,14),(23,27),(1,20),(27,22),(0,30),(29,10),(1,23),(15,25),(17,17),(16,19),(11,18),(29,18),(20,14),(6,19),(7,15),(12,5),(7,28),(9,0),(17,19),(19,23),(16,28),(19,30),(10,28),(20,20),(10,7),(15,23),(14,23),(22,6),(13,27),(5,1),(29,30),(27,2),(29,24),(14,29),(11,1),(3,16),(27,3),(28,13),(23,22),(25,5),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(18,22),(18,20),(24,2),
32:(28,14),(23,27),(1,20),(27,23),(0,30),(29,9),(1,23),(14,25),(16,17),(16,19),(11,18),(29,18),(20,14),(6,19),(6,15),(12,5),(7,28),(9,0),(17,19),(19,23),(17,28),(19,30),(10,29),(20,20),(10,7),(15,23),(14,23),(22,6),(13,27),(5,1),(30,30),(27,2),(29,24),(15,29),(10,1),(3,16),(27,3),(28,13),(23,22),(25,4),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(18,23),(18,20),(24,2),
33:(28,14),(23,27),(1,20),(27,24),(0,30),(29,8),(1,23),(13,25),(15,17),(16,19),(11,18),(29,18),(20,14),(6,19),(6,14),(12,5),(7,28),(9,0),(17,19),(19,23),(17,29),(19,30),(11,29),(20,20),(10,7),(15,23),(14,23),(22,6),(13,27),(5,1),(31,30),(27,2),(29,24),(16,29),(9,1),(3,16),(27,3),(28,13),(23,22),(25,3),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(18,24),(18,20),(24,2),
34:(28,14),(23,27),(1,20),(27,25),(0,30),(29,7),(1,23),(13,26),(14,17),(16,19),(11,18),(29,18),(20,14),(6,19),(6,13),(12,5),(7,28),(9,0),(17,19),(19,23),(18,29),(19,30),(12,29),(20,20),(10,7),(15,23),(14,23),(22,6),(13,27),(5,1),(31,30),(27,2),(29,24),(16,30),(8,1),(3,16),(27,3),(28,13),(23,22),(25,2),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(18,24),(18,20),(24,2),
35:(28,14),(23,27),(1,20),(27,26),(0,30),(29,6),(1,23),(12,26),(13,17),(16,19),(11,18),(29,18),(20,14),(6,19),(6,12),(12,5),(7,28),(9,0),(17,19),(19,23),(19,29),(19,30),(13,29),(20,20),(10,7),(15,23),(14,23),(22,6),(13,27),(5,1),(31,30),(27,2),(29,24),(17,30),(7,1),(3,16),(27,3),(28,13),(23,22),(25,2),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(18,24),(18,20),(24,2),
36:(28,14),(23,27),(1,20),(27,27),(0,30),(29,5),(1,23),(11,26),(12,17),(16,19),(11,18),(29,18),(20,14),(6,19),(6,11),(12,5),(7,28),(9,0),(17,19),(19,23),(20,29),(19,30),(14,29),(20,20),(10,7),(15,23),(14,23),(22,6),(13,27),(5,1),(31,30),(27,2),(29,24),(17,30),(6,1),(3,16),(27,3),(28,13),(23,22),(25,2),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(18,24),(18,20),(24,2),
37:(28,14),(23,27),(1,20),(27,28),(0,30),(29,4),(1,23),(10,26),(11,17),(16,19),(11,18),(29,18),(20,14),(6,19),(5,11),(12,5),(7,28),(9,0),(17,19),(19,23),(20,30),(19,30),(15,29),(20,20),(10,7),(15,23),(14,23),(22,6),(13,27),(5,1),(31,30),(27,2),(29,24),(17,30),(6,0),(3,16),(27,3),(28,13),(23,22),(25,2),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(18,24),(18,20),(24,2),
38:(28,14),(23,27),(1,20),(27,29),(0,30),(30,4),(1,23),(9,26),(10,17),(16,19),(11,18),(29,18),(20,14),(6,19),(4,11),(12,5),(7,28),(9,0),(17,19),(19,23),(21,30),(19,30),(16,29),(20,20),(10,7),(15,23),(14,23),(22,6),(13,27),(5,1),(31,30),(27,2),(29,24),(17,30),(6,0),(3,16),(27,3),(28,13),(23,22),(25,2),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(18,24),(18,20),(24,2),
39:(28,14),(23,27),(1,20),(28,29),(0,30),(30,3),(1,23),(8,26),(9,17),(16,19),(11,18),(29,18),(20,14),(6,19),(3,11),(12,5),(7,28),(9,0),(17,19),(19,23),(22,30),(19,30),(16,30),(20,20),(10,7),(15,23),(14,23),(22,6),(13,27),(5,1),(31,30),(27,2),(29,24),(17,30),(6,0),(3,16),(27,3),(28,13),(23,22),(25,2),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(18,24),(18,20),(24,2),
40:(28,14),(23,27),(1,20),(29,29),(0,30),(30,2),(1,23),(7,26),(8,17),(16,19),(11,18),(29,18),(20,14),(6,19),(2,11),(12,5),(7,28),(9,0),(17,19),(19,23),(22,30),(19,30),(16,30),(20,20),(10,7),(15,23),(14,23),(22,6),(13,27),(5,1),(31,30),(27,2),(29,24),(17,30),(6,0),(3,16),(27,3),(28,13),(23,22),(25,2),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(18,24),(18,20),(24,2),
41:(28,14),(23,27),(1,20),(29,29),(0,30),(30,1),(1,23),(6,26),(7,17),(16,19),(11,18),(29,18),(20,14),(6,19),(1,11),(12,5),(7,28),(9,0),(17,19),(19,23),(22,30),(19,30),(16,30),(20,20),(10,7),(15,23),(14,23),(22,6),(13,27),(5,1),(31,30),(27,2),(29,24),(17,30),(6,0),(3,16),(27,3),(28,13),(23,22),(25,2),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(18,24),(18,20),(24,2),
42:(28,14),(23,27),(1,20),(29,29),(0,30),(30,0),(1,23),(6,27),(6,17),(16,19),(11,18),(29,18),(20,14),(6,19),(1,11),(12,5),(7,28),(9,0),(17,19),(19,23),(22,30),(19,30),(16,30),(20,20),(10,7),(15,23),(14,23),(22,6),(13,27),(5,1),(31,30),(27,2),(29,24),(17,30),(6,0),(3,16),(27,3),(28,13),(23,22),(25,2),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(18,24),(18,20),(24,2),
43:(28,14),(23,27),(1,20),(29,29),(0,30),(31,0),(1,23),(5,27),(5,17),(16,19),(11,18),(29,18),(20,14),(6,19),(1,11),(12,5),(7,28),(9,0),(17,19),(19,23),(22,30),(19,30),(16,30),(20,20),(10,7),(15,23),(14,23),(22,6),(13,27),(5,1),(31,30),(27,2),(29,24),(17,30),(6,0),(3,16),(27,3),(28,13),(23,22),(25,2),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(18,24),(18,20),(24,2),
44:(28,14),(23,27),(1,20),(29,29),(0,30),(31,0),(1,23),(4,27),(4,17),(16,19),(11,18),(29,18),(20,14),(6,19),(1,11),(12,5),(7,28),(9,0),(17,19),(19,23),(22,30),(19,30),(16,30),(20,20),(10,7),(15,23),(14,23),(22,6),(13,27),(5,1),(31,30),(27,2),(29,24),(17,30),(6,0),(3,16),(27,3),(28,13),(23,22),(25,2),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(18,24),(18,20),(24,2),
45:(28,14),(23,27),(1,20),(29,29),(0,30),(31,0),(1,23),(3,27),(4,17),(16,19),(11,18),(29,18),(20,14),(6,19),(1,11),(12,5),(7,28),(9,0),(17,19),(19,23),(22,30),(19,30),(16,30),(20,20),(10,7),(15,23),(14,23),(22,6),(13,27),(5,1),(31,30),(27,2),(29,24),(17,30),(6,0),(3,16),(27,3),(28,13),(23,22),(25,2),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(18,24),(18,20),(24,2),
46:(28,14),(23,27),(1,20),(29,29),(0,30),(31,0),(1,23),(2,27),(4,17),(16,19),(11,18),(29,18),(20,14),(6,19),(1,11),(12,5),(7,28),(9,0),(17,19),(19,23),(22,30),(19,30),(16,30),(20,20),(10,7),(15,23),(14,23),(22,6),(13,27),(5,1),(31,30),(27,2),(29,24),(17,30),(6,0),(3,16),(27,3),(28,13),(23,22),(25,2),(6,3),(25,15),(24,13),(2,9),(31,19),(20,6),(20,19),(18,24),(18,20),(24,2),
